cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.13
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,52.82
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28,30.12
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28,33.72
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.88
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73
149.5,236.0,0.0,175.8,12.6,846.8,892.7,28,32.96
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28,8.54
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.13
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.25
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28,31.42
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.44
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28,38.63
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.99
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28,33.76
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.99
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.46
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28,36.44
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.02
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.9
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.46
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,36.8
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,16.26
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.74
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.2
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,25.18
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.8
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.23
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28,21.91
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28,23.79
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.74
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,39.0
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,17.96
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28,27.68
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28,28.63
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,39.29
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.4
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13
162.0,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.13
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28,35.86
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.46
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,36.8
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.42
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.68
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28,33.8
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06
